tweet_id,clean_text,brand_reply_text,silver_intent
371572,"Is anybody having problems with their @115888 mine isn't playing any music at all, and it keeps skipping through artist after artist ???","@204007 Hey Chris, we're here to help! Can you let us know what device, operating system, and Spotify version you're using? /RA",playback_issue
371588,"Hey, I cant play certain artists for some reason. Frank ocean for ex. Could you pls help. Using the app on my Samsung A5 2017",@204009 Hi! Can you send us a Song Link of any of the tracks? Just tap the three dots &gt; Share &gt; Copy Link. What country is your account set to? /PB,playback_issue
373032,"This should have like 10 songs in as on my Mac, but they don’t seem to appear on my iPhone https://t.co/cc2vqQgN9e",@204400 Hmm. Best thing to try here is to reinstall the app on both devices: https://t.co/46sWVpIvlI. Let us know how it goes /RA,device_platform
373743,"I'm having issues where even though songs are downloaded and in my playlist, they won't play.","@204575 Hey Rafael! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",playback_issue
374590,Hello @115888 @SpotifyCares how do I make it so this is the only song that my app can play?  I dont need any others https://t.co/TbG55phuyj,"@204824 Hey Jason! Can you let us know if you're rocking Spotify Free or Premium? Also, which device/OS are you using? /YM",playback_issue
374847,Hey @115888 -- you should look into using iTunes' database to add smaller users' podcasts like Google Play does.,@204885 Hi there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ,playback_issue
374853,"help, every song is being skipped on my desktop and I can't find any article solving my ""this song is not available"" problem.",@204886 Hi Sarah. Help's here. Can you let us know your operating system and Spotify version? We'll be waiting for your reply /MG,playback_issue
374864,"Wow, the @115888 android app is getting worse and worse...thanks for that, guys.",@204889 Hey! Can you tell us more about what's happening exactly? We'll help out /AR,device_platform
374868,Can you fix this @116130? Also you need to fix it to not to start when I load my PC! Bugs the 💩 out of me to have to disable it by hand! https://t.co/8gV6kPD2mq,"@204890 Hey, help's here! Can you let us know the operating system and Spotify version you're using? We'll check things out for you /YM",device_platform
375679,"Hi, @115888. If we leave our songs on repeat, will they count as a stream? Thank you.","@205092 1: Hey there! To avoid manipulation, we're unable to share this info. If you'd like to support your favorite artist, we recommend... /NQ",playback_issue
376116,everytime I make an account it doesn’t let me choose my username.,"@205218 2: see this name when they visit your profile. We hope this clears things up. If you have any other questions, just give us a shout /CH",account_login
6514,I'm still having problems with payment,"@205221 @117153 Hey there! We just replied to your DM. Check it out, we'll continue helping you there 🙂 /BH",premium_billing
376411,why wont iOS11 let me pause/play/skip tracks on @115888 from my lock screen?! I don’t appreciate this...,@205289 Hey John! What Spotify version are you using? We'll see what we can suggest /BH,playback_issue
376889,"3 days and search is still crashing on my Android running 8.0, does Spotify care?",@205425 Hey John! Help's here. Can you get back to us with the device you're using and the Spotify version it's running? /JL,device_platform
377557,"Shuffling playlist and no Beatles songs ever come up in queue. Playlist is ~1/3 Beatles. Premium, all platforms. What gives?",@205594 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /JU,premium_billing
377564,"your desktop app and online web player have been troublesome for the past few days, what gives",@205597 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR,device_platform
378058,. @115888 you got me confused. For a split second I wondered why @30368 and @22339 's song was titled Camila Cabello - Havana https://t.co/TYWqjesr45,@205702 Hi there! Does restarting your device and your connection help? Which Spotify version are you using? /NQ,playback_issue
378244,"hey guys, how do I recover my account. it kinda got stolen by a script kiddy...",@205752 Hey! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /MG,account_login
378898,pls I’m pretty sure this is not what u call a shuffle lol https://t.co/5JeEKhMKLb,@205917 Hey! Looks like you're using Connect. The right team are aware of this issue between Shuffle and Connect and they're investigating /RH,playback_issue
379055,it would be awesome if we could hide a specific song in existing playlist 👀,"@205953 This isn't possible right now, but you can show your support for the idea on our Community: https://t.co/oGDLtirXki /CX",playback_issue
379489,why I can't stream Amy Winehouse's songs? 😔,"@206034 Hey! Help's here. Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /RA",playback_issue
379741,I pay for this damn app every month. What good is premium if I can’t have all of my music?.. tf @115888,@206085 Hey there! We'd love to lend a hand. Could you tell us more about what's happening? We'll see what we can suggest /JT,premium_billing
379989,"hey @115888 i'm gonna need u guys to stop playing horror movie ads at night. i'm just tryna enjoy my ""simp/sad/feels"" playlist.","@206141 Hey Becca! Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /RS",playback_issue
381780,"hi, i wanna ask something. Can i change my autodebet date for my premium?",@206530 Hi! We're afraid that isn't possible at the moment. We have more info about it here: https://t.co/l4OpihWrTi. Hope this helps /DR,premium_billing
383398,Ho un account family. Quello dei due miei familiari sono passati a Free. Cosa devo fare ?,"@206832 Hey Roberto! We can help out in English via Twitter, but we also have Italian support via email at https://t.co/ZgU70TbP8M /DR",account_login
384886,I would like for @115888 TO STOP PLAYING HORROR MOVIE ADS PLEASE AND THANK YOU,"@207121 Hey Pravalika, we didn't mean to scare you. Don't worry, we'll pass your feedback on to the right people /AY",playback_issue
384890,why does my shuffle keep turning off 😩 every time I skip a song it turns itself off and I can’t fix it,@207122 Hi Georgia! What device/operating system and Spotify version do you have? We'll see what we can suggest /SC,playback_issue
387711,why can't my starred playlist on my iPhone start from the date added?,"@207769 Hi there, help's here! Can you send us a screenshot of what you see at the moment? We'll see what we can suggest /NY",device_platform
387714,"Hi, after updating to iOS 11 my iphone 7 won’t recognise when Spotify is playing. Have tried restarting and reinstalling.",@207770 Hey Aidan! What's happening exactly? Can you send us a screenshot of it? We'll be waiting for your reply /SJ,device_platform
388114,"dear @115888 please let me and my wife share a premium membership. I promise, we really do live together.",@207859 Hi Bobby! We've just sent a DM your way. Let's carry on chatting there /NJ,premium_billing
388120,"pls stop suggesting me Bulgarian music, I don't like it :(",@207861 Hey there! Could you let us know if this is happening on one of your playlists? We'll see what we can suggest /GU,playback_issue
388583,"DUDE WE NEED SPOTIFY IN INDIA. I CANT STREAM @3212 ""'s SONG BACK TO YOU.",@207946 2: We'd suggest signing up here to be first to hear: https://t.co/XDwWzj7cLP /JE,playback_issue
388595,"so my playlist is acting weird. Whenever I play next, it shuffles to a different song that's not on the playlist. Help?","@207949 Hi there! Just to check, are you currently using Spotify Free or Spotify Premium? Also, what device is this happening on? /SC",playback_issue
389005,"i've been charged student rate and full rate twice, whats the story? should only be student rate",@208047 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,premium_billing
389435,"listening to the @7990  podcast #Page94 on Android and finding they are in reverse order, just a heads up @SpotifyCares","@208172 Hi David, help's here! We'd suggest trying out the steps here: https://t.co/5hjtm5AdqM. Let us know how it plays out /NY",device_platform
389445,"hey, I already sent you a dm, I'm having some issues with deleting my account (my username is tygersson)",@208174 Hey there! Apologies for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /CP,account_login
391832,.@115888 the Google Pixel version of the mobile App has a glitch . Every time I hit the share button it crashes. Please fix.,@208777 Hey Giovanni! Are you getting any error messages when using the app? Does restarting your device help at all? Let us know /TF,app_technical
393165,why does my Spotify stop playing while offline? It is songs I've downloaded and haven't had the issue until yesterday.,"@209114 Hey Jay! We just sent you a reply to your DM, so we'll continue assisting you there /TF",playback_issue
393170,hi i have no payment option globe,@209116 Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU,premium_billing
393174,Shame you can't remove songs from Discovery Playlist on @115888. Spotted an upcoming U2 song and can't preemptively skip it.,"@209117 Hey! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /TB",playback_issue
393178,can someone please contact me asap. I believe my account is being used by unauthorised users and I am unable to access your website,"@209119 Hey there, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /JX",account_login
393672,has me all the way fucked up because I CANT PLAY HALF MY MUSIC.,"@209250 Hey, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",playback_issue
394175,Hello. Im having a problem with my Spotify account. It's not connecting to my Facebook account.,"@209392 Hey Michael, that's not cool! We'd recommend following the steps here: https://t.co/lVoArGnzVY. Let us know how it goes 🙂 /PX",account_login
396208,any reason why my phone will just randomly delete any downloaded song that isn't in a playlist? Happened multiple times now,"@209816 1: Hey there, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”...",playback_issue
397108,"Webplayer been stuck on this ad even after refresh, restart, re-log in and trying on different computer, it's chrome on win 10 https://t.co/OOyAtWYkWi","@210049 Hey, that doesn't look right. Can you try clearing your browser's cache and cookies? Let us know how it goes /JE",account_login
399190,"I have a problem playing Justin Timberlake songs on iPhone6s, problem does not occur on desktop.  Reinstall of app does not solve the issue, can you help? :)","@210382 Hi, help's here! Could you send us a screenshot of any specific error messages you may be seeing when this issue happens? Keep us posted /JQ",app_technical
399248,why does my Spotify play one song and then just stop and when I go to press play it won’t let me ???,"@210390 Hey Brianna, that's not cool! Can you let us know the device/OS and Spotify version you're rocking? We'll see what we can suggest /GN",playback_issue
399346,you have a great shuffle going on here...,@210413 Hi Alex! We’ve recently made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /GT,playback_issue
399537,"I just received an email saying my account email has been changed, and now I can't log in. Hacked? Please help!","@210456 Hey Ravi, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Keep us posted /JX",account_login
400028,".@SpotifyCares  The tempo in this track is very odd, far too slow. Bad encode? (Same track on CD isnt like this) https://t.co/UDtXtvaCeX","@210585 Hey Dan, thanks for the heads-up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /JP",playback_issue
400030,"Someone has hacked into my spotify account, changed the email address and password. I am unable to log in.","@210586 Hey Bryan, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Keep us updated /JX",account_login
401762,just got an email from you that my email address was changed with you. I didn't change it + now I can't log in. Please advise,@211012 Hi Brad! We’re sorry to hear that. Check out Step 2 at https://t.co/QHn3ok8y2n for what to do next /NJ,account_login
402318,I need @115888 to stop suggesting music to me that doesn't have breakdowns,"@211168 Hey Spencer! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. For anything else, let us know /GU",playback_issue
402328,Could it be because I activated the Premium trial and it just went back to the free version?,"@211169 You should still be able to play songs on-demand on the desktop app. Just to check, can you still play other artists' songs? /MU",premium_billing
403699,Whats up with the app speed? Takes minutes for playlists/Albums to load on iOS apps on iPhone 7&amp; iPad #SlowMoMusic,@211554 Hi Tom! Can you let us know your devices' operating systems and Spotify versions? We'll see what we can suggest /GT,device_platform
403704,could I block covers from my discover weekly playlist? Tired of hearing a Talking Heads song from every asshole with a guitar in BK,"@211555 Hey there! We're afraid this isn't possible at the moment, but we're passing on all feedback about this /JP",playback_issue
404209,Why should my listening activity automatically be public? It's ridiculous. Tell me why I shouldn't cancel premium?,"@211675 Hi there! We're sorry you feel that way. Don't worry, we'll make sure to pass your feedback onto the right team /DV",premium_billing
407154,", I've tweeted about this before, but the artist for this song shouldn't be Prince: https://t.co/lTHV0bjn9G",@212045 Hi! Thanks for reporting. Can you send over the links of the artist page that should be on a separate page? /DV,playback_issue
407600,Hi! Is it possible to get an invoice from Spotify every month (I don't pay VAT) so that I could have cost for my company?,"@212158 2: If you'd like to check your receipts, you can head over to https://t.co/z0zJ7Fmdyc /JP",premium_billing
408049,.@115888 since y’all don’t have a phone number to call how to I resolve my billing issues?,"@211987 @115888 Hi there! We don't have telephone support at the moment, but we can help here in Twitter. We've just sent you a DM /MG",premium_billing
408052,Spotify is missing from the lock screen on iPhone after the 11.0.2 update. Buttons won’t turn volume up or down either,"@212272 Hey Daniel, we'd love to help! Can you try logging out, restarting your phone, and logging back in? Any better? /JP",device_platform
408916,this version not playing some songs..1.0.65.320.gac7a8e02. I have premium,"@212487 Hey there, help's here! Does restarting the app help? Also, can you try logging out and back in? /MO",premium_billing
408927,hey since you're the biggest music streaming platform in the world can you make the shuffle feature actually shuffle thanks,@212490 Hey there! We’ve made some changes to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /RK,playback_issue
409455,"I have premium,why are there some songs/albums not available to hear anymore? @212632 @19106 @19107",@212631 Hi! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RB,premium_billing
409784,Yeah the zip on my account is Phoenix so it's definitely strange!,@209251 Got it. Can you send us a screenshot of what you're seeing? We'll be right here waiting /KL,account_login
411619,my spotify on my mac keeps crashing please help @SpotifyCares,@213195 Hey Emily! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /RV,device_platform
412013,"...after that: I had to hit ""back"" button many times to get to original screen, pressed Log In, that worked. Log Out w/o App quit is normal","@213284 Just to confirm, does this also happen on any other device you have? Trying a different network connection might also help /JL",account_login
412004,I've downloaded the latest app (deleted and reinstalled) and the log in screen does not even appear in the app once loaded,@213284 Hey Jack! Can you let us know the exact device you're using as well as the operating system versions it's running? /JL,account_login
189865,If I’m not enrolled this semester but still in uni why isn’t my student account working? :(,@213286 Hey there! You need to be currently enrolled in an accredited college or university so you can sign up for the student discount /MO,account_login
412346,so much for 30 minutes of ad free music when you only get 4 songs ( song around 3 mins) before a new ad. I’m going to take you to fucking court for misleading advertising so up your fucking game,"@213385 Hey there, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /GU",playback_issue
416207,Dear @115888 there're some problems with #ElDorado I cannot play some songs @31886,"@214264 Hey Omar! The cavalry's here. Just to check, are you getting any error messages? A screenshot of what's happening would come in handy /KB",playback_issue
416215,"Is this a way to force people to pay for @115888 premium? I mean, who would pay if the regular version doesn't work properly? #uxfail","@214266 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /RB",premium_billing
416503,"if I already have student premium, how do I add Hulu?","@214356 Hey Brian! To add Hulu to your student discount subscription, just head here: https://t.co/pFeBZLq1cj. Let us know how it goes /NS",premium_billing
416513,"Hey @115888, come up with a better way to brag about finding sick beats so I don’t have to keep looking at screenshots of tracks without ever getting to hear them. Embedded @126 integration?   Does FB need a streaming play? Might be onto something here...",@214360 Hi there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,playback_issue
416818,when is your next spotify premium deal ?,"@214440 Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ",premium_billing
416825,Does anyone else's @115888 randomly play songs at warp speed or is it just me,"@214444 Hey! Can you let us know which device and operating system you're using? Also, is this happening over WiFi or 3G/4G? /NQ",playback_issue
418217,I can't seem to log in to my account.,@214781 Hey Andy! Can you tell us more about what's happening? We'll see what we can suggest /RH,account_login
418501,someone is releasing music under my verified account. what’s going on https://t.co/re62BtLL23,@214849 Hey there! Can you send us the Spotify URI of the album you're referring to? Just right-click the album &gt; Share &gt; Copy Spotify URI /AR,account_login
418511,what’s up with your app lately guys? Songs cutting in and out. Taking me back to CD days when they used to skip!!,"@214850 Hey Dan! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? /MT",playback_issue
419672,"Now it simply disappeared, so I can only access it by opening the app manually","@215073 Just to check, are you actually referring to the lock screen menu on mobile, not the actual news (notifications) from Spotify? /MU",account_login
420690,needs to stop playing that fucking death day ad when i’m tryna sleep,@215268 Hi there! We didn't mean to cause any offense. We'll pass the feedback on to the right people /GK,playback_issue
421640,mac (1.0.65.320.gac7a8e02) - did you guys mess with ‘set same volume level for all songs’ recently? Could be this mix is crap.,"@215455 Hi John, help's here. Can you let us know the OS X version you're running? We'll see what we can suggest /NY",device_platform
421791,Hey @115888. I pay a premium for a service that I would expect to work 100% of the time. I’ve got 1 issue that is very frustrating. Help!,"@215485 Hi Andy, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? /JO",premium_billing
422084,I'm using trial premium. How do I ensure I don't pay for premium? No way I can see to cancel premium..,@215543 @115888 Hey! We've just sent you a DM. Let's carry on chatting there /JO,premium_billing
422544,"hoi Spotify, sinds de nieuwe update kan ik mijn iPhone niet meer draadloos met mijn Bose radio connecten.. #help","@215637 Hey! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M /RS",device_platform
424552,"Dear Spotify, I have already paid for 3 months subscription and still stated I am still using Spotify free.","@216045 Hi! We've sent a bit more info via DM. If you could check your inbox, that'd be great /AY",premium_billing
424568,"Is the ?http=1 ""hack"" still supported in the web player? Can't get it to function at work behind our proxy.",@216046 2: admin if that doesn't work. Let us know if you have any other questions /NY,device_platform
426460,"Hey @115888, when will the app for LG tv's be back?!? This is taking forever!","@216431 Hi! As we look to improve the overall Spotify experience, we are removing the app from LG TVs. More info here: https://t.co/D2p6hgpCoW /AK",device_platform
426775,"Thanks /MU and /RS for diagnosing and fixing my account problems, you guys rock!! 🤘","@216504 Aaw, that's nice to hear! For anything else, just give us a shout. https://t.co/M9DGmitf5G 🤘 /MU",account_login
426779,sucks at shuffling. It will only shuffle the last 3 albums of a bands total albums. This is the case for Emmure anyway.,@216505 Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /NQ,playback_issue
428796,You know how you can take a screenshot in @126 or @123765 and a share button pops up? @115888 should do that &amp; link it to the song,@216994 Hey! Thanks for the idea. We'll let our team know it's something you'd like to see /CB,playback_issue
429243,this is my screen when playing Spotify the last few days on iOS 11. Also won’t work with Ford Sync now...  what’s up!? https://t.co/m1ykHh6xi0,@217076 Hey there! What device and Spotify version are you using? We'll look into this /SY,device_platform
429646,"Just discovered the @115888 Like feature, but I think it just saves the song to your library. What else does it do. https://t.co/Z5obJaZc91",@217069 The heart button under Your Daily Mix only saves tracks to Your Library. We hope that clears things up /JM,playback_issue
429649,I still hate the fact that irresistible is not on spotify that song deserves better,@217182 Hi there! Thanks for sharing your thoughts. Could you let us know the artist for this track? We'll take a look backstage /LP,playback_issue
429676,Hey @115888 it would be real cool if you could stop playing trailers for horror movies and giving me anxiety when I try to listen to music,"@217185 Hi. Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /SV",playback_issue
430772,"Anyone else having issues w new @115858 iOS &amp; @115888 syncing with Bluetooth/car, not showing on lock screen? @AppleSupport @SpotifyCares","@217435 Hi! What's the make/model of your device? If you could also let us know the exact iOS and Spotify versions you're using, that'd be great /AY",device_platform
431449,When I use my smartphone all the songs are correctly synchronized to my last.fm account. That issue started happen after Spotify Web updated,@217571 Got it. It's currently not possible on the new web player. Be sure to show your support for the idea here: https://t.co/JTVrt0qYJ3 /PB,account_login
434747,whats with my menus never loading. Been happening for way to long. No issues on my mac or PC just my galaxy s5,@218284 Hey Alex! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /MX,device_platform
436590,"I have a 2,000 song playlist on @115888 but I only hear about 30 of the same songs on shuffle.",@218686 Hey Jeff! Just to check does only this happen when using Connect? Let us know and we'll see what we can do /JP,playback_issue
438217,"My spotify won't play kesha, every other artist seems to work fine. Just trying to hear some praying",@219115 Hey Steven! Are you getting any error messages? Can you send us a screenshot of this? We'll see what we can suggest /JP,playback_issue
438408,Hello. My card was charge for 4.990 IDR but still free status. Wish you can help me. Thx. My ID __email__,"@219160 Hey Arif! For security purposes, we'd suggest deleting your previous message as it contains personal info. Can you send it over DM instead? We'll be waiting /AN https://t.co/ldFdZRiNAt",premium_billing
438420,"Dear @115888 please remove ""Eskimo"" by Damien Rice from your ""Folksy Christmas"" playlist. Great song! But its 16:07 long with most of it being dead time waiting for the ""secret track"" on that album. Merry Holidays! Keep up the good work.","@219165 Hi Mike. Thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /DR",playback_issue
440865,as a transferring Groove user do I qualify for a 60 day free trail? I've never used Spotify and I definitely want premium.,"@219602 Hi John! We have some more information on this here: https://t.co/Peyq1ETDeT. If you have further questions, give us a shout /ME",premium_billing
440875,Dear @SpotifyCares can u pls make it so I can remove a song from playlist more easily I just wanna be able 2 swipe left 2 make it go away,@219603 Hey! This sounds like a great idea. Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /AU,playback_issue
441982,"Unless I have an external HDD plugged into my mac, which DOES have the tracks on. But how would that by syncing to my mob?",@219802 Got it! Can you check if the steps here help: https://t.co/SgMwFS1ONz? Keep us posted /PL,device_platform
441998,"missing 2FA kind of surprise me. ""Use strong pwds, change often, dont reuse"" is all.","@219803 Hey, thanks for sharing your thoughts on this. We'll be sure to pass it on. For now, can you tell us more about what's happening? /AY",account_login
442000,hi! why isn't there a spotify app for Windows Surface 2? the web player doesn't work :( very disappointing :((,"@219804 2: it in our Community at https://t.co/rtDvYZOF32 and get support from other users. For anything else, just give us a shout /MU",device_platform
442003,"""You can get a family plan for cheaper."" ""Will kids lose current lists?"" ""Hmm good Q, maybe @SpotifyCares knows""  #overheardinnyc","@219805 Hey! We're loving this. Always happy to try and... https://t.co/vaNJbJ5e91 things. P.s. yep, they'll keep their playlists 😉 /M",premium_billing
442492,How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.,@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM,playback_issue
443194,"Yo @115888, the app is terribly buggy, what's up with that? Constantly loading for minutes at a time when searching. Songs deciding not to play. Blank screens!  Stop taking my money until your shit is fixed! https://t.co/U7LIxPL8I9","@220018 Hey there! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /PL",playback_issue
444535,"Good one @115888, email to let me know I can get 3 months for $15, so I instantly open it up, all excited just to be met with a screen saying I don't qualify, even though you sent me the email Way to bring my hopes up, then smash them face first into the ground 😭 @SpotifyCares?",@220294 @115888 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,account_login
446898,What's up with the log in page?,"@220865 Hi! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon 🔧 /RR",account_login
446911,Listening to Spotify thru my web browser cuz I’m at work. It booted me out and won’t let me log back in. 😩,"@220870 Hey Jennifer, we'd love to help! Can you send us a screenshot of any error messages your getting? Make sure to mask your email address, or any other private info, if it's seen in the screenshot /JP",device_platform
447871,Please STOP making all my Discover Weekly lists about dying or kids growing up. I listen to such a wide range of music yet every DW playlist has the SAME type of songs? Done. #youcandobetter #nomoreweepysongs,"@221111 Hey Regina! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week. If you have other questions, you know where to find us /WP",playback_issue
447873,"is Taylor Swift’s reputation available on Spotify US yet? Any idea when it’ll be available? I’m on a trial premium subscription, will I be able to listen to it?","@221112 Hey there! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c. On the other hand, you should be able to listen on demand to any song on our catalog when you're on Premium. Hope this helps /GU",premium_billing
447875,"I paid $0.99 for 3 months and somehow it got cut off, but still charged my credit card please help @SpotifyCares","@221113 All done! Let us know once everything looks good on your ""cassidy"" account and we'll close your ""cassidy.are"" one /JP",premium_billing
447885,hi  Im having trouble accepting the 99p for three months offer. I have been in a months trial offer and got an email offering three months for 99p. I have tried signing up to it using PayPal three times but it still says my account is the free one. Please help.,@221117 Hi Andy! We've just sent a DM your way. Let's carry on chatting there /AU,account_login
448860,why the fuck are there so many ads on @115888? like as if listening to albums on shuffle isnt disturbing enough smh,"@221343 Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /MX",playback_issue
450059,why does my music stop playing when I go on twitter or get Snapchat notifications???,@221675 Hey Kami! Can you tell us the specific device/OS and Spotify versions you have? We'll see what we can suggest /MX,playback_issue
450065,Lost another song from @115888 today just the dumbest shortcut I've ever seen swiping left to remove a song while the same gesture is used to skip a song in album view,"@221677 Hey Tommy! Sorry to hear this. Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",playback_issue
450860,Hey @SpotifyCares - is this email real or is it a phishing email? https://t.co/PQhv55UQ2D,"@221899 Hey Hena! We just sent you a reply to your DM, we'll continue assisting you there /TF",account_login
450890,"hi, I cancelled a premium membership on September 1st, but on Nov 22 I was billed 99mxn. Can you please help w/ reimbursement?",@221910 Hi Claudia! We've just sent a DM your way. Let's carry on chatting there /AG,premium_billing
452085,Do you get this if you already have premium?,"@222229 Hey Laura! The 3 months for 0.99 offer is only for new users or to those who haven't had any trial or Premium subscription before. Stay tuned for more deals for existing Premium subscribers, though 🙂 /LO",premium_billing
452104,why is your shuffle so bad?  I can’t even understand why in a playlist of 40 songs it plays 10 songs from the same album back to back.,@222237 Hey Tony! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/AdMgwOmTIH /PC,playback_issue
452114,could you please stop putting Ocean Avenue in all of my daily mixes,"@222242 Hey there! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix /PB",playback_issue
452116,I was just using it then it locked me out for no reason. I can't sign back in..,@222243 Hi Kenny! We've just replied with a bit more info over DM. We'll carry on helping out there /TR,account_login
453468,"why cant i listen to that song? It says ""this song is not available in finland"" why???? https://t.co/7M34C18BrG","@222595 Hey! Fingers crossed it'll be available to users in Finland soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /RA",playback_issue
454695,pls change ur rules and let me change my username i don’t have any money but u can have a hug instead &lt;333 @115888 @spotifycares,"@222908 Hey! As much as we love hugs, we're afraid it's not possible to choose a username at sign-up, but you can add a display name instead. Other Spotify users will see this name when they visit your profile. We'll also pass on your feedback to the team /RB",account_login
454698,"Hi guys I already have a Premium acc but as a Vodafone customer have premium included in my phone package, how can I redeem this?","@222909 Hey there. Right now, this offer's for new subscribers who haven't used Spotify Premium before. Stay tuned for more deals for existing Premium subscribers, though /LJ",premium_billing
455628,will I be stuck with this stupid song and john west his face forever https://t.co/ydmS2jqIVF,@223158 Hey there! Could you tell us the device/OS you're using? Keep us posted /DF,playback_issue
455651,Spotify keeps crashing @SpotifyCares i just wanna stream BTS peacefully,"@223165 Hi there, that doesn't sound good! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /AK",playback_issue
458053,"I am trying to reset my password, but the page keeps showing ""The CSRF token is invalid."" Can you provide assistance?","@223744 Hey Charles, help's here! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /VK",account_login
458086,"please, bring lyrics for the musics on the app for Android, we need this soooo much :(((",@223757 Hey Ryan! Behind the Lyrics on Android is now up and running. We have more info at https://t.co/UN9Q5zcjOc /FR,device_platform
459135,"Hey, please add 'Is Your Love Enough?' by @132161 on Today's Top Hits! This song have so potential and deserves it! @21193 @21194 @115888 @117168 @SpotifyCares https://t.co/2EaZzBJybo","@224047 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /MO",playback_issue
459150,"Why can't my brother start his spotify premium for 0.99? It keeps telling him "" This form has expired. Please reload the page and try again. "" for some odd reason.",@224052 Hey there! Could you send us your brother's email address or username via DM? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,premium_billing
460199,id::93__credit_card__:@SpotifyCares My account was hacked/compromised. I’ve regained access and changed my password but I noticed there w,@224361 Hey there! Looks like your tweet is incomplete. Can you resend that for us? We'll be here waiting /RB,account_login
461469,your thing is broken and every time i log in correctly it takes me back to the log in page. this is despicable. please help. i am so hungry. my wife is crying. let me in. LET ME IN.,"@224650 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB",account_login
461472,Hit me with a new album to listen to But it cannot be Rap and the artist has to have Atleast one song with over a million streams,"@224651 Hey there! Sure, no problem. Before we proceed, could you get back to us with other genres you like jamming to? We'll be right here for your reply /MT",playback_issue
461475,create a way for me to play my saved music by genre plz ¡!,"@224652 Hey there! We're afraid this isn't possible right now. In the meantime, you can create playlists based on genre. Your Daily Mix playlists are more or less sorted by genre too. Hope this helps /GS",playback_issue
