id,customer_tweet_id,customer_text,brand_tweet_id,brand_reply_text,source,heuristic_bucket,difficulty_hint,has_brand_reply_visible_resolution,sampling_stratum,gold_intent,has_visible_resolution,gold_decision,gold_decision_reason,difficulty_tier
gs_0078,1225952,Need help with a login issue @115888 @SpotifyCares,1225951.0,"@407604 @115888 Hey there, we've just sent you a DM 🙂 /VK",recovered,account_login,easy,False,account_login,account_login,False,auto_handle,generic login issue that can begin with standard account-login troubleshooting,easy
gs_0079,318704,@SpotifyCares why you no let me signn up a new account ☹️☹️ I've been trying for a week now,318702.0,"@192033 Hey, we can help. Can you fire over the email address you're using via DM? We'll check it out /NY",recovered,account_login,easy,True,account_login,account_login,False,auto_handle,"unable to create a new account, which can be handled through standard signup troubleshooting",easy
gs_0080,31598,"@115888 Hi, I am interested in tickets for the pre-sale to Kygos concert in stockholm. Is it possible to obtain the required password?:)",31597.0,@122971 Hey! Pre-sale codes are being sent out by email to some of Kygo's biggest fans on Spotify. Hopefully you're one of them /CB,recovered,account_login,easy,True,account_login,other,True,escalate,"user is requesting access to a concert presale password, which is an event-access request rather than a standard Spotify account issue",easy
gs_0081,1186041,@SpotifyCares having trouble logging in.  It says my FB isn't connected to account.,1186040.0,"@398881 Hey there, help's here! Can you DM us your account's email address? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",recovered,account_login,easy,False,account_login,account_login,False,auto_handle,"login is failing because the Facebook account is not connected, a standard account-linking issue",easy
gs_0082,2246044,"@SpotifyCares my email was recently changed from __email__ to __email__, could you change reset it back?",2246043.0,@654604 Hey! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /RB,recovered,account_login,easy,True,account_login,account_login,True,escalate,"user reports that the account email was changed and wants it restored, requiring account ownership/security verification",hard
gs_0083,2251475,"@SpotifyCares Oh, that's sad to hear, looks like I have to deal with a long number rather than having my username I have everywhere on social media for now :/ But I guess I got that number as username because I signed up using Facebook login years ago.",2251477.0,@434469 Hmm. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,original,account_login,easy,False,account_login,account_login,False,auto_handle,user is asking about the numeric username associated with an account created through Facebook login,easy
gs_0084,565407,@SpotifyCares Need help with my account.   apparently my email is connected to a Facebook account that I no longer have.  how can all of my information be deleted so I can register new without Facebook?,565406.0,@252499 Hi there! Can you DM us your account's username or email address? We'll take a look backstage /AP https://t.co/ldFdZRiNAt,recovered,account_login,easy,False,account_login,account_login,False,escalate,"email is associated with an inaccessible Facebook account and the user wants the account information removed to register again, requiring account support",hard
gs_0085,810919,@SpotifyCares Have moved overseas and can no longer access my account as blocked for use after 14 days overseas. Any fix available?,810918.0,@313222 Hey Claire! You can update your country setting with the steps at https://t.co/aKCgs5XDjL. Hope this helps /JP,recovered,account_login,hard,True,account_login,account_login,True,auto_handle,standard self-service country setting update via account page; no account-specific investigation needed,hard
gs_0086,1017926,"@SpotifyCares Yes I confirm. Used macbook pro osX.12.6, mac mini osX.11.6 . Could it be an account problem? I can provide you my logins in DM",1017927.0,@360841 Alright. Can you DM us your account's email address or username? We'll take a closer look /JE https://t.co/ldFdZRiNAt,original,account_login,hard,False,account_login,device_platform,False,auto_handle,user provides Mac device and OS versions while asking whether the issue could be account-related; this can be investigated through standard device/account troubleshooting,hard
gs_0087,1243935,@SpotifyCares happening over everything listed.  restarted device multiple times.  trying to log in but can get passed the connect online part,1243933.0,@411837 Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how you get on /KC,original,account_login,hard,True,account_login,account_login,True,auto_handle,"standard self-service clean reinstall troubleshooting steps; low risk, no sensitive account action needed",hard
gs_0088,130401,@115888 you need to up your tech! We should be able to update our user name and email w/o having to open a new account!,130400.0,"@145411 We hear you Chris! We’d love to see your vote, and hear your feedback on this idea: https://t.co/8Is2HkMbcb. In the meantime, just give us a shout if you have any other questions /DR",recovered,account_login,hard,True,account_login,other,False,escalate,feature request to update username and email without opening a new account; product limitation/feedback rather than technical support issue,easy
gs_0089,2376210,@SpotifyCares either fix your fucking player to work with last.fm or don't. I've done everything and all i get is a notification to remove every few minutes. How hard is it to authorize an account? I'm tired of swiping that away.,2376209.0,"@685388 Hi David. Don't worry, help's here. Can you tell us what device, operating system, and exact Spotify app version you're using? /JU",recovered,account_login,hard,True,account_login,app_technical,False,escalate,Spotify player is repeatedly failing to authorize or maintain the Last.fm connection despite previous troubleshooting,hard
gs_0090,2507539,@SpotifyCares My account was hacked over a week ago and still no resolution. I deleted Napster for this?,2507538.0,@714917 Hi Darius! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /DN https://t.co/ldFdZRiNAt,recovered,account_login,hard,False,account_login,account_login,False,escalate,"account was hacked and remains unresolved after more than a week, requiring security/account recovery escalation",easy
gs_0091,949191,@115888 login page is blank chromebook https://t.co/wDJcD5TdSG,949190.0,@345109 Hi Joseph. We're afraid the web player isn't supported by all Chrome browser versions. More info here: https://t.co/I04hHFhrIX /PL,recovered,account_login,hard,True,account_login,account_login,True,auto_handle,blank login page on Chromebook is a login-access issue that can begin with standard troubleshooting,hard
gs_0092,2963354,"@SpotifyCares I’ve just signed up for family, how do my family use my account via the app?? We’ve just tried using my log in on my partners phone and we can’t listen to seperate play lists? Can only use either or device?? #frustrating @113602",2963353.0,@817684 Hey Darren! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,recovered,account_login,hard,False,account_login,premium_billing,False,auto_handle,"user is having difficulty using a Family subscription across separate devices and accounts, requiring family-plan setup guidance",hard
gs_0093,2028410,@SpotifyCares help! My account was hijacked :(,2028409.0,"@599841 Hey Andrew, the calvary's here! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",recovered,account_login,hard,False,account_login,account_login,False,escalate,account has been hijacked and requires security and account-recovery investigation,easy
gs_0094,2397310,@115888 It's a shame that an app like yours is still not adapted for the iPhone X https://t.co/dH9pl0pBVI,2397309.0,"@689955 Hey, we appreciate your feedback. We’re working on it as we speak. Stay tuned! /PL",recovered,device_platform,easy,True,device_platform,other,False,escalate,iPhone X compatibility and display support issue requiring a product/platform update,easy
gs_0095,1739237,@SpotifyCares Logged me out and when I enter info it says  cfsr token is invalid. Version 11.3,1739239.0,"@524905 Thanks! Just to confirm, are you resetting your password? Also, can you DM us your account's email address? We'll take a look backstage /PK https://t.co/ldFdZRiNAt",original,device_platform,easy,False,device_platform,account_login,False,auto_handle,login failure caused by an invalid CFSR token can be handled through standard account-login troubleshooting,hard
gs_0096,568977,"@SpotifyCares Great, thank you. I’m on an iPhone with iOS 11, but I think this has been a problem across multiple devices and operating systems since I’ve started using Spotify.",568979.0,"@253503 Thanks! Can you check out this page and see if it helps: https://t.co/myAf3mlgcv? If it doesn't, get back to us. We'll see what else we can suggest /QI",original,device_platform,easy,True,device_platform,playback_issue,True,escalate,persistent issue affecting multiple devices and operating systems; requires investigation,hard
gs_0097,2276906,@SpotifyCares any plans to support iPhone X display with the app anytime soon?,2276905.0,"@662183 Hey Eric, great question! We’re working on it as we speak. Stay tuned, we'll be keeping everyone in the loop /TB",recovered,device_platform,easy,True,device_platform,other,False,escalate,"user is asking whether iPhone X display support is planned, which requires a product/platform update",easy
gs_0098,1271319,"@SpotifyCares Do I have to be connected to ConnectedDrive to see that setting? I’m no longer in the car, and I don’t see it.",1271318.0,"@165740 1: Yep, that's right. Could you also double-check if Waze navigation is enabled under the Social section in your Spotify...",original,device_platform,easy,True,device_platform,device_platform,True,auto_handle,user cannot find a ConnectedDrive-related setting and needs device/car integration guidance,hard
gs_0099,1074057,"@SpotifyCares Hey Spotify. I can't share stuff on mobile anymore. Latest ver. of app, Android Oreo on Pixel. Crashes out. Any ideas?",1074055.0,"@373418 Hey Craig, help's here! Can you let us know which Spotify version you're using on your app? We'll check backstage /GK",recovered,device_platform,easy,True,device_platform,app_technical,False,auto_handle,Android app crashes when attempting to share; standard technical troubleshooting can be attempted,hard
gs_0100,876426,@SpotifyCares Hi it’s version 8.4.22.515 and my car is a fiat 500 lounge thank you!,876425.0,@328074 No worries. Can you give us more details on what’s happening exactly? Can you also let us know the device you’re using? /DR,original,device_platform,easy,True,device_platform,device_platform,False,auto_handle,user provides Spotify and car details as follow-up information for a car integration issue,easy
gs_0101,2435827,it's bullshit that @SpotifyCares doesn't support safari on @AppleSupport High Sierra. it's also bullshit that @115888 requires family members to live at the same address. why is Spotify so popular?,2435826.0,@206716 Hey Steven. Sorry to hear you feel that way. We'll make sure to pass on your feedback to the right folks /PL,recovered,device_platform,easy,True,device_platform,device_platform,False,escalate,"tweet combines Safari compatibility on High Sierra with a Family address requirement, both involving platform/product limitations",hard
gs_0102,2082118,"@SpotifyCares Hi, thanks for the reply, I'm using a Moto X(2015) on android 7.0, Spotify ver. 8.4.22.857",2082120.0,"@615765 Perfect, thanks for that! Can you send over your email address and username to us in a DM? We'll take a look backstage /RV https://t.co/ldFdZRiNAt",original,device_platform,easy,True,device_platform,device_platform,False,auto_handle,"user provides Android device, OS, and Spotify version as follow-up troubleshooting information",easy
gs_0103,2052942,@115888 why am I paying you monthly if you throw in random recommended songs to my playlists? Might as well go back to the free version,2052941.0,@607136 Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,recovered,device_platform,easy,False,device_platform,playback_issue,False,escalate,"user objects to recommended songs being added to playlists, indicating unwanted playback behavior rather than a technical failure",easy
gs_0104,1627433,"@SpotifyCares Oh, sorry I meant to follow up! It started working once I quit Spotify that was running on another Mac – hope that helps problemshoot.",1627432.0,"@498257 Thanks for letting us know! Is everything working okay, or are you still able to reproduce this when running Spotify on another Mac? /C",original,device_platform,easy,True,device_platform,playback_issue,False,auto_handle,"playback issue was resolved after quitting Spotify on another Mac, providing a likely device/session conflict",hard
gs_0105,1788640,@5795 why is there not continuity across my devices? I should be able to switch from desktop to mobile and pick up where I left off,1788639.0,"@208129 Hi David, we're afraid that feature is not available. Thanks for the feedback. We'll make sure to pass this on to our devs /ME",recovered,device_platform,easy,True,device_platform,other,False,escalate,"user is requesting continuity of playback across desktop and mobile devices, a product feature request",easy
gs_0106,877423,@SpotifyCares Nope - the artists that aren't working haven't worked on my work desktop or home laptop.,,,original,device_platform,easy,False,device_platform,playback_issue,False,escalate,"specific artists fail to work across multiple computers, suggesting an issue beyond a single device",hard
gs_0107,1013927,@SpotifyCares on the latest iOS my lockscreen controls are gone. I tried reinstalling. How do I get that back?,1013925.0,"@359923 Hey Hannes, help's here! Can you let us know the Spotify version you're using? We'll see what we can suggest /RS",recovered,device_platform,easy,True,device_platform,device_platform,False,auto_handle,iOS lockscreen playback controls disappeared after an update; standard device/app troubleshooting can be attempted,hard
gs_0108,1176576,"Yo @SpotifyCares y'all got the same version of ""Blessings"" listed as two different versions on Coloring Book by @167274",1176575.0,"@396759 Hey Matt, thanks for reporting about this! Can you send us the Spotify URIs of the tracks? We'll have a look /LO",recovered,device_platform,easy,True,device_platform,other,False,escalate,duplicate or incorrectly listed song versions are a metadata/catalog issue requiring correction,easy
gs_0109,714859,@SpotifyCares do you guys/gals. still make improvement to android wear?,714857.0,"@291009 Hey Brian! We sure are, you can find more info on using your Android Wear with Spotify here: https://t.co/U2Nd8PWJsw 🙂 /JI",recovered,device_platform,easy,True,device_platform,device_platform,True,escalate,"user is asking about future Android Wear improvements, which is a platform/product support question",easy
gs_0110,2677483,@SpotifyCares what can I do to resolve this? Is not my car because I was listening normally the last week and everything worked properly.,2677481.0,"@753532 Hey there! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /PL",recovered,device_platform,easy,True,device_platform,device_platform,False,auto_handle,"user is seeking help with a playback issue involving a car and indicates the car previously worked, allowing standard troubleshooting",hard
gs_0111,1872775,@115888 @115858 our headphones have not control on Spotify app since ios 11 came. When will we have a fixed version??,1872774.0,@559217 Hey Sinan! Sorry to hear that. Could you let us know what Spotify version you're using? /RK,recovered,device_platform,easy,True,device_platform,device_platform,False,escalate,headphones lost Spotify controls after iOS 11 and the user is asking when a fix will arrive,hard
gs_0112,1694969,i love that the spotify web player crashes at least once every hour while i’m at work.,1694968.0,"@514261 Hey there, help's here! To clarify, are you using the Spotify desktop app or web player? Keep us posted 🙂 /PX",recovered,device_platform,easy,True,device_platform,app_technical,False,auto_handle,web player crashes repeatedly during use; standard browser/app troubleshooting can be attempted,hard
gs_0113,2035217,@SpotifyCares Is iphone X optimization on the way? The black bars are getting quite annoying.,2035216.0,"@601703 We don't have any info from our devs on this right now, stay tuned! If you ever need anything, just shout and we'll come running 🏃 /JX",recovered,device_platform,easy,True,device_platform,other,False,escalate,"user is requesting iPhone X optimization to remove black bars, requiring a product/platform change",easy
gs_0114,648657,"@SpotifyCares That doc doesn't include an Edit section for android, because it isn't possible on android, and that's ridiculous.",648659.0,@274162 Sorry for the confusion. We're afraid editing playlists isn't currently possible on Android devices. We'd suggest adding your support for the idea in our Community at https://t.co/cxqCh7BOea /AR,original,device_platform,easy,True,device_platform,app_technical,True,escalate,"Android lacks an Edit capability that the user expects, indicating a product limitation or feature request",easy
gs_0115,2822731,i'd really love for @115888 to STOP ignoring my preference of NOT starting with windows startup every time it updates. please respect users' preferences.,2822729.0,@786592 Hey there. What Windows and Spotify versions are you on? Does logging out &gt; restarting your device &gt; logging back in make a difference? /AY,recovered,device_platform,hard,True,device_platform,app_technical,True,escalate,user objects to Spotify automatically starting with Windows startup after updates and requests a preference change,easy
gs_0116,2282049,"@SpotifyCares Sorry, that's frustration more than anything. But yes. I listen mostly on my iOS device, and frequently notice patterns like that when shuffling. I am not kidding when I say shuffle played an ENTIRE album almost in a row last night",2282048.0,@559663 Thanks for the report. The right team are aware of this issue between Shuffle and Connect and they're investigating /QI,original,device_platform,hard,True,device_platform,playback_issue,False,escalate,shuffle repeatedly plays songs from the same album instead of providing varied playback,easy
gs_0117,2095121,@SpotifyCares any plans to support multiroom playback on Amazon Echo,2095120.0,"@618966 Hi there! We've replied to your DM. If you could check your inbox, that'd be great /AY",recovered,device_platform,hard,True,device_platform,other,False,escalate,multiroom playback on Amazon Echo is a requested platform feature,easy
gs_0118,2213690,@SpotifyCares iPhone 6s Plus. app version : 8.4.22,2213691.0,"@646926 Got it. Could you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB",original,device_platform,hard,True,device_platform,device_platform,True,auto_handle,user provides iPhone model and Spotify version as device troubleshooting information,easy
gs_0119,1652658,"@SpotifyCares even tried with the web player, and no dice",1652659.0,@504572 Thanks for giving it a try. Can you DM us your account's username or email address? We'll check things backstage /CP https://t.co/ldFdZRiNAt,recovered,device_platform,hard,False,device_platform,playback_issue,False,escalate,"playback issue persists even when using the web player, indicating a broader issue requiring investigation",hard
gs_0120,441994,@SpotifyCares How come there are songs that I can play fine on mobile but aren't available on desktop apps? It's really quite aggravating,441993.0,"@219802 Hi, help's here! Can you let us know if you're referring to your offline tracks? Can you also let us know the devices' models and OS? /PL",recovered,device_platform,hard,True,device_platform,playback_issue,False,escalate,"songs available on mobile are unavailable on desktop, indicating a platform-specific content/playback discrepancy",hard
gs_0121,2916597,@SpotifyCares It seems like a lot of people are reporting issues https://t.co/TKIiL1JUaL. I cannot play music via web browser or mobile device (ios).,2916596.0,@807290 Hey Ross! Everything should be running smoothly now. Let us know if this is still happening /GS,recovered,device_platform,hard,True,device_platform,playback_issue,True,escalate,"user cannot play music on either web browser or iOS mobile, suggesting a broader service/playback issue",hard
gs_0122,2863040,"@115888 both my iphone app and my web app just start playing whenever they feel like it right now, can you help? Noticed it the last 4 days",2863039.0,"@294556 Hey there! Does logging out of spotify, restarting your device, and loggin back in help at all? Let us know how that goes /TF",recovered,device_platform,hard,True,device_platform,playback_issue,True,auto_handle,Spotify starts playing unexpectedly on both iPhone and web app; standard playback troubleshooting can be attempted,hard
gs_0123,1905262,sooo why might my iPhone randomly start and stop and fast forward Spotify songs while in use -- can apple headphones malfunction that way??,1905261.0,@524724 Hi Tony! Could you let us know the exact model &amp; iOS version of your iPhone? What version of Spotify do you run? We'll try to help out 🙂 /T,recovered,device_platform,hard,True,device_platform,playback_issue,False,auto_handle,"iPhone playback randomly starts, stops, and fast-forwards, potentially involving headphone controls or device behavior",hard
gs_0124,2358980,Ok @115888 @SpotifyCares I’ve been asking for this for years.. WE NEED A SCROLL BAR!!! For really long playlists with premium!! Thank you!!,2358978.0,@681289 Hey there! Could you let us know the device/OS you're using? We'll see what we can suggest /DF,recovered,premium_billing,easy,True,premium_billing,other,False,escalate,"user requests a scrollbar for navigating long playlists, which is a feature request rather than a playback failure",easy
gs_0125,2868817,I upgraded to @115888 premium for family and it is confusing af and I hate it.,2868816.0,"@796692 Hey Paige, thanks for the feedback! We'll make sure to pass it on. Can you let us know what you're trying to do exactly? We'd love to lend a hand. We also have more info about Premium for Family here: https://t.co/bzzki7lPS1 /KC",recovered,premium_billing,easy,True,premium_billing,premium_billing,True,auto_handle,user is confused about using the Family Premium plan and needs subscription setup guidance,easy
gs_0126,1767688,@115888 How do I cancel.  I followed your web sight instructions and it was extremely confusing and did not work I would like to speak to somebody,2084676.0,"@616508 Hey! We don't offer phone support at this time, but we'd be happy to assist via Twitter. Can you DM us your account's email address? /NQ https://t.co/ldFdZRiNAt",recovered,premium_billing,easy,False,premium_billing,premium_billing,False,escalate,"subscription cancellation instructions were already attempted but did not work, requiring support intervention",hard
gs_0127,293461,Just Cancel my Spotify because they didn’t let me buy @12387 tickets still luv @115888 I’m jus upset.,293460.0,@185900 Hi! Sorry to hear that. Can you DM us your account's email address or username? We'll take a look /ME https://t.co/ldFdZRiNAt,recovered,premium_billing,easy,False,premium_billing,premium_billing,False,escalate,user cancelled Spotify after being unable to purchase concert tickets; request is tied to subscription and ticket access,hard
gs_0128,1910167,@SpotifyCares Hello!  How long does it take to get a response?  Would you rather I just cancel my subscription completely?,1910169.0,"@396570 2: you still need a hand, send us a message with your username and a description of the issue. No worries, we'll get to the bottom of it /WW https://t.co/ldFdZRiNAt",recovered,premium_billing,easy,False,premium_billing,premium_billing,False,escalate,"user is awaiting support and considering cancelling their subscription, requiring follow-up on a subscription issue",easy
gs_0129,1162359,@SpotifyCares I just DM'd you for help with my HULU subscription! Please help!,1162358.0,"@393489 Hi there, we've just replied to your DM! We'll continue helping out over there 🙂 /DQ",recovered,premium_billing,easy,True,premium_billing,premium_billing,False,auto_handle,user needs help with a Hulu subscription associated with Spotify; account-specific billing/support assistance is appropriate,easy
gs_0130,535327,@SpotifyCares my friend cant afford to buy premium and wants to know if you love her regardless. How do you feel?,535326.0,"@224650 Hi Alfie! Aaw, that's nice to hear. Your friend can get awesome deals here: https://t.co/Gp5xcUoTsa. Give us a shout if you need anything else 😍 /AD",recovered,premium_billing,easy,True,premium_billing,other,True,auto_handle,casual question about whether Spotify loves someone who cannot afford Premium,easy
gs_0131,1126275,@115888 I need to cancel my subscription but when I click the link it won’t let me? Pls help https://t.co/skPOkBw7lk,1126274.0,@385557 @115888 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /DR,recovered,premium_billing,easy,True,premium_billing,premium_billing,False,auto_handle,subscription cancellation link is not working and can be addressed through standard billing/account troubleshooting,hard
gs_0132,688098,@115888 it's really 4.990 only but u have to pay using credit card which is here in Indonesia not so many ppl have it. especially teen age. so pls Spotify ur main market is teenager don't force them to steal their parents credit card,2808524.0,"@771416 We understand, and we appreciate your feedback. Don't worry, we'll pass it on to the team. In the meantime, you can also a PayPal account to take advantage of this. Hope this clears things up /RB",recovered,premium_billing,easy,True,premium_billing,premium_billing,True,escalate,user is requesting alternative payment methods in Indonesia because credit-card availability is limited,easy
gs_0133,2036100,@SpotifyCares I cannot up date my credit card its still loading?????????????????,2036099.0,@601964 Hey John! Help's here. Can you DM us your account's username or email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt,recovered,premium_billing,easy,False,premium_billing,premium_billing,False,auto_handle,"credit-card update is stuck loading, which can be handled through standard billing troubleshooting",hard
gs_0134,2765079,@115888 What about for spotifiers already paying premium membership? 😃✌,2765078.0,@773367 Hi Liz! Can you DM us your account's email address? We'll check backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt,recovered,premium_billing,easy,False,premium_billing,premium_billing,False,auto_handle,user is asking whether an offer applies to existing Premium subscribers,easy
gs_0135,1426058,"@115888 if i already have premium and disable it and take the  promotion, will it work as well? 😛",1426057.0,"@451293 Hey! Right now, this offer's for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though 🙂 /NQ",recovered,premium_billing,easy,True,premium_billing,premium_billing,True,auto_handle,user is asking about eligibility for a promotion after disabling an existing Premium subscription,hard
gs_0136,1198043,@115888 Signed up for premium family today. Unable to invite family members. Need help asap. Spotify is kid's birthday present. HELP!!,1198042.0,@401490 @115888 Hi! We've just sent a DM your way. Let's carry on chatting there /MG,recovered,premium_billing,easy,True,premium_billing,premium_billing,False,auto_handle,Premium Family signup succeeded but family invitations cannot be sent; standard family-plan troubleshooting can be attempted,hard
gs_0137,1215741,Hey @115888 why won’t you let me listen to Paul Baribeau?!?! He’s one of my favorite artists! I have premium and everything!! Help!!,1215740.0,"@405280 Hey Lydia, help's here! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX",recovered,premium_billing,easy,True,premium_billing,playback_issue,True,escalate,"a specific artist's music cannot be played despite having Premium, potentially involving catalog or regional availability",hard
gs_0138,724348,"@SpotifyCares Hi, I cant find an Indosat option to buy spotify premium.",724350.0,@293476 Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,original,premium_billing,easy,False,premium_billing,premium_billing,False,escalate,"user cannot find the Indosat payment option for purchasing Premium, requiring payment-method availability support",easy
gs_0139,2466932,"@115888 I’ve been a premium user for years. Can I also use this promotion? You’re not neglecting us who’ve used the platform for 7, or so, years?",2466931.0,@705883 Hey David! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,recovered,premium_billing,easy,False,premium_billing,premium_billing,False,auto_handle,user is asking whether an existing long-term Premium subscriber qualifies for a promotion,easy
gs_0140,2037273,@115888 where’s my military discount i can only find student discounts. their mommy n daddy prob pay for thier bills anyway,2037272.0,@602364 Hey! We're afraid we don't have a military discount yet. Show your support here to help make it happen: https://t.co/XmDgzVaBbQ /RH,recovered,premium_billing,easy,True,premium_billing,other,False,escalate,user is asking for a military discount that is not listed among the available discount options,easy
gs_0141,2875316,@SpotifyCares Need help with premium subscription. Please refer to DM.,2875315.0,"@798228 Hey, help's here! We've just sent a DM your way. Let's carry on chatting there /NQ",recovered,premium_billing,easy,True,premium_billing,premium_billing,False,escalate,generic Premium subscription issue requiring account-specific support through the DM,easy
gs_0142,1682041,"@SpotifyCares Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?",1682040.0,"@511352 Hey Shannon, help's here! Could you DM us with your account's email address and username? We'll take a look backstage /TB",recovered,premium_billing,hard,False,premium_billing,premium_billing,False,escalate,two receipts after purchasing Premium may indicate duplicate billing and can be checked through standard billing support,hard
gs_0143,2076240,Had to cancel my debit card so @SpotifyCares @115888 stop stealing from me. What a nightmare this company is to deal with #whataripoff,2076237.0,@316987 Hi again Dave! We're here to help you. We've just asked for some more info over DM for us to begin. Let's continue chatting there /T,recovered,premium_billing,hard,True,premium_billing,premium_billing,False,escalate,user reports continued Spotify charges after cancelling a debit card and needs billing investigation,hard
gs_0144,1874202,@SpotifyCares I had a student premium account - had been charged £5 a month and the past 2 months i have been charged £10 without warning,1874201.0,@559517 Hi! We've just sent a DM your way. Let's carry on chatting there /GK,recovered,premium_billing,hard,False,premium_billing,premium_billing,False,escalate,"student Premium price increased from £5 to £10 without warning, requiring billing and subscription investigation",hard
gs_0145,1588408,@SpotifyCares my username is Jim Wang email __email__. Am premium. Can not access my account.,1588407.0,@488500 2: and tell us more about what's happening? We'll see what we can suggest /RA https://t.co/ldFdZRiNAt,recovered,premium_billing,hard,True,premium_billing,account_login,False,escalate,"Premium user cannot access their account despite providing identifying account information, requiring account recovery support",hard
gs_0146,2793322,@SpotifyCares  My wife signed up for premium on her computer and was signed in to her different acct. Than on her phone and can't retrieve her password for the one she signed up for premium.,2793321.0,"@779538 Hey Gregory, we can help! Can you DM us all the email addresses you wife might've used to create her account with? We'll check them backstage /JP https://t.co/ldFdZRiNAt",recovered,premium_billing,hard,False,premium_billing,account_login,False,escalate,user cannot recover the password for the account used to purchase Premium because multiple accounts are involved,hard
gs_0147,1815687,@SpotifyCares hi there I’m struggling to get a family member added to my plan. They are not receiving the invite email.,1815686.0,"@545430 Hey Zander, that's not cool! Could you DM us the email addresses linked to your and your family member's accounts? We'll help you out /BH https://t.co/ldFdZRiNAt",recovered,premium_billing,hard,False,premium_billing,premium_billing,False,auto_handle,"Family member is not receiving the invitation email, which can be addressed through standard family-plan invitation troubleshooting",hard
gs_0148,1206991,"@SpotifyCares Hi, I accidentally reversed* the payment to Spotify, now my account has been deactivated, cant login. Could you reactivate it?",1206989.0,"@403428 Hey Wesley, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",recovered,premium_billing,hard,False,premium_billing,premium_billing,False,escalate,"reversed payment resulted in account deactivation and inability to log in, requiring billing and account reactivation support",hard
gs_0149,2565878,@SpotifyCares When I used my friends &amp; dads account it allowed me to listen to music that wasn’t  downloaded (they have premium). When I’m in the car &amp; go to choose a song I don’t have saved/downloaded it automatically stops around 10 seconds ...,2565880.0,@727933 We hear you. We're afraid the Spotify app is designed to only play songs offline if they've been downloaded first. Let us know if you need anything else /TR,original,premium_billing,hard,True,premium_billing,playback_issue,True,auto_handle,"playback stops after about ten seconds for songs that are not downloaded, while Premium accounts work normally; standard playback/account troubleshooting can be attempted",hard
gs_0150,654567,@SpotifyCares My ps4 just isn't showing up as a device on my phone when it's had no problem with this before.,654568.0,"@275714 Thanks for the info. Did this start happening after a specific update? If possible, can you try restarting your network router? Let us know if that helps /CE",recovered,device_platform,easy,False,device_platform_topup,device_platform,False,auto_handle,"standard device-connectivity troubleshooting, no hard gate triggered",easy
